Timestamp,Milliseconds,Millibars
2021-06-03 19:43:22,9,0.0
2021-06-03 19:43:22,103,0.0
2021-06-03 19:43:22,203,0.0
2021-06-03 19:43:22,303,0.0
2021-06-03 19:43:22,404,0.0
2021-06-03 19:43:22,503,0.0
2021-06-03 19:43:22,603,0.0
2021-06-03 19:43:22,704,0.0
2021-06-03 19:43:22,803,0.0
2021-06-03 19:43:23,904,0.0
2021-06-03 19:43:23,1003,0.0
2021-06-03 19:43:23,1103,0.0
2021-06-03 19:43:23,1203,0.0
2021-06-03 19:43:23,1303,0.0
2021-06-03 19:43:23,1404,0.0
2021-06-03 19:43:23,1503,0.0
2021-06-03 19:43:23,1604,0.0
2021-06-03 19:43:23,1703,0.0
2021-06-03 19:43:23,1804,0.0
2021-06-03 19:43:24,1903,0.0
2021-06-03 19:43:24,2003,0.0
2021-06-03 19:43:24,2103,0.0
2021-06-03 19:43:24,2203,0.0
2021-06-03 19:43:24,2304,0.0
2021-06-03 19:43:24,2403,0.0
2021-06-03 19:43:24,2504,0.0
2021-06-03 19:43:24,2603,0.0
2021-06-03 19:43:24,2703,0.0
2021-06-03 19:43:24,2804,0.0
2021-06-03 19:43:25,2903,0.0
2021-06-03 19:43:25,3004,0.0
2021-06-03 19:43:25,3103,0.0
2021-06-03 19:43:25,3204,0.0
2021-06-03 19:43:25,3303,0.0
2021-06-03 19:43:25,3404,0.0
2021-06-03 19:43:25,3504,0.0
2021-06-03 19:43:25,3603,0.0
2021-06-03 19:43:25,3704,0.0
2021-06-03 19:43:25,3803,0.0
2021-06-03 19:43:26,3903,0.0
2021-06-03 19:43:26,4004,0.0
2021-06-03 19:43:26,4104,0.0
2021-06-03 19:43:26,4203,0.0
2021-06-03 19:43:26,4303,0.0
2021-06-03 19:43:26,4404,0.0
2021-06-03 19:43:26,4503,0.0
2021-06-03 19:43:26,4603,0.0
2021-06-03 19:43:26,4704,0.0
2021-06-03 19:43:26,4803,0.0
2021-06-03 19:43:27,4903,0.0
2021-06-03 19:43:27,5004,0.0
2021-06-03 19:43:27,5103,0.0
2021-06-03 19:43:27,5203,0.0
2021-06-03 19:43:27,5304,0.0
2021-06-03 19:43:27,5404,0.0
2021-06-03 19:43:27,5503,0.0
2021-06-03 19:43:27,5603,0.0
2021-06-03 19:43:27,5703,0.0
2021-06-03 19:43:27,5804,0.0
2021-06-03 19:43:28,5903,0.0
2021-06-03 19:43:28,6004,0.0
2021-06-03 19:43:28,6103,0.0
2021-06-03 19:43:28,6204,0.0
2021-06-03 19:43:28,6304,0.0
2021-06-03 19:43:28,6403,0.0
2021-06-03 19:43:28,6503,0.0
2021-06-03 19:43:28,6604,0.0
2021-06-03 19:43:28,6703,0.0
2021-06-03 19:43:28,6803,0.0
2021-06-03 19:43:29,6904,0.0
2021-06-03 19:43:29,7003,0.0
2021-06-03 19:43:29,7103,0.0
2021-06-03 19:43:29,7205,0.0
2021-06-03 19:43:29,7303,0.0
2021-06-03 19:43:29,7404,0.0
2021-06-03 19:43:29,7504,0.0
2021-06-03 19:43:29,7604,0.0
2021-06-03 19:43:29,7703,0.0
2021-06-03 19:43:29,7803,0.0
2021-06-03 19:43:30,7903,0.0
2021-06-03 19:43:30,8004,0.0
2021-06-03 19:43:30,8103,0.0
2021-06-03 19:43:30,8203,0.0
2021-06-03 19:43:30,8304,0.0
2021-06-03 19:43:30,8403,0.0
2021-06-03 19:43:30,8504,0.0
2021-06-03 19:43:30,8603,0.0
2021-06-03 19:43:30,8704,0.0
2021-06-03 19:43:30,8803,0.0
2021-06-03 19:43:31,8905,0.0
2021-06-03 19:43:31,9003,0.0
2021-06-03 19:43:31,9103,0.0
2021-06-03 19:43:31,9203,0.0
2021-06-03 19:43:31,9303,0.0
2021-06-03 19:43:31,9404,0.0
2021-06-03 19:43:31,9503,0.0
2021-06-03 19:43:31,9604,0.0
2021-06-03 19:43:31,9703,0.0
2021-06-03 19:43:31,9803,0.0
2021-06-03 19:43:32,9903,0.0
2021-06-03 19:43:32,10004,0.0
2021-06-03 19:43:32,10104,0.0
2021-06-03 19:43:32,10204,0.0
2021-06-03 19:43:32,10304,0.0
2021-06-03 19:43:32,10403,0.0
2021-06-03 19:43:32,10504,0.0
2021-06-03 19:43:32,10605,0.0
2021-06-03 19:43:32,10703,0.0
2021-06-03 19:43:32,10804,0.0
2021-06-03 19:43:33,10904,0.0
2021-06-03 19:43:33,11003,0.0
2021-06-03 19:43:33,11103,0.0
2021-06-03 19:43:33,11203,0.0
2021-06-03 19:43:33,11304,0.0
2021-06-03 19:43:33,11403,0.0
2021-06-03 19:43:33,11504,0.0
2021-06-03 19:43:33,11603,0.0
2021-06-03 19:43:33,11704,0.0
2021-06-03 19:43:33,11803,0.0
2021-06-03 19:43:34,11903,0.0
2021-06-03 19:43:34,12004,0.0
2021-06-03 19:43:34,12103,0.0
2021-06-03 19:43:34,12203,0.0
2021-06-03 19:43:34,12304,0.0
2021-06-03 19:43:34,12403,0.0
2021-06-03 19:43:34,12503,0.0
2021-06-03 19:43:34,12604,0.0
2021-06-03 19:43:34,12703,0.0
2021-06-03 19:43:34,12803,0.0
2021-06-03 19:43:35,12904,0.0
2021-06-03 19:43:35,13003,0.0
2021-06-03 19:43:35,13103,0.0
2021-06-03 19:43:35,13205,0.0
2021-06-03 19:43:35,13303,0.0
2021-06-03 19:43:35,13403,0.0
2021-06-03 19:43:35,13505,0.0
2021-06-03 19:43:35,13603,0.0
2021-06-03 19:43:35,13704,0.0
2021-06-03 19:43:35,13803,0.0
2021-06-03 19:43:36,13906,0.0
2021-06-03 19:43:36,14003,0.0
2021-06-03 19:43:36,14103,0.0
2021-06-03 19:43:36,14204,0.0
2021-06-03 19:43:36,14303,0.0
2021-06-03 19:43:36,14404,0.0
2021-06-03 19:43:36,14503,0.0
2021-06-03 19:43:36,14603,0.0
2021-06-03 19:43:36,14703,0.0
2021-06-03 19:43:36,14804,0.0
2021-06-03 19:43:37,14903,0.0
2021-06-03 19:43:37,15003,0.0
2021-06-03 19:43:37,15103,0.0
2021-06-03 19:43:37,15204,0.0
2021-06-03 19:43:37,15303,0.0
2021-06-03 19:43:37,15403,0.0
2021-06-03 19:43:37,15504,0.0
2021-06-03 19:43:37,15603,0.0
2021-06-03 19:43:37,15703,0.0
2021-06-03 19:43:37,15803,0.0
2021-06-03 19:43:38,15904,0.0
2021-06-03 19:43:38,16003,0.0
2021-06-03 19:43:38,16104,0.0
2021-06-03 19:43:38,16203,0.0
2021-06-03 19:43:38,16303,0.0
2021-06-03 19:43:38,16404,0.0
2021-06-03 19:43:38,16503,0.0
2021-06-03 19:43:38,16604,0.0
2021-06-03 19:43:38,16703,0.0
2021-06-03 19:43:38,16804,0.0
2021-06-03 19:43:39,16903,0.0
2021-06-03 19:43:39,17003,0.0
2021-06-03 19:43:39,17103,0.0
2021-06-03 19:43:39,17205,0.0
2021-06-03 19:43:39,17303,0.0
2021-06-03 19:43:39,17404,0.0
2021-06-03 19:43:39,17503,0.0
2021-06-03 19:43:39,17603,0.0
2021-06-03 19:43:39,17704,0.0
2021-06-03 19:43:39,17804,0.0
2021-06-03 19:43:40,17903,0.0
2021-06-03 19:43:40,18004,0.0
2021-06-03 19:43:40,18103,0.0
2021-06-03 19:43:40,18203,0.0
2021-06-03 19:43:40,18304,0.0
2021-06-03 19:43:40,18403,0.0
2021-06-03 19:43:40,18505,0.0
2021-06-03 19:43:40,18603,0.0
2021-06-03 19:43:40,18703,0.0
2021-06-03 19:43:40,18804,0.0
2021-06-03 19:43:41,18903,0.0
2021-06-03 19:43:41,19004,0.0
2021-06-03 19:43:41,19103,0.0
2021-06-03 19:43:41,19206,0.0
2021-06-03 19:43:41,19304,0.0
2021-06-03 19:43:41,19404,0.0
2021-06-03 19:43:41,19504,0.0
2021-06-03 19:43:41,19603,0.0
2021-06-03 19:43:41,19703,0.0
2021-06-03 19:43:41,19804,0.0
2021-06-03 19:43:42,19903,0.0
2021-06-03 19:43:42,20004,0.0
2021-06-03 19:43:42,20103,0.0
2021-06-03 19:43:42,20203,0.0
2021-06-03 19:43:42,20303,0.0
2021-06-03 19:43:42,20404,0.0
2021-06-03 19:43:42,20503,0.0
2021-06-03 19:43:42,20604,0.0
2021-06-03 19:43:42,20703,0.0
2021-06-03 19:43:42,20803,0.0
2021-06-03 19:43:43,20904,0.0
2021-06-03 19:43:43,21003,0.0
2021-06-03 19:43:43,21103,0.0
2021-06-03 19:43:43,21203,0.0
2021-06-03 19:43:43,21303,0.0
2021-06-03 19:43:43,21409,0.0
2021-06-03 19:43:43,21503,0.0
2021-06-03 19:43:43,21603,0.0
2021-06-03 19:43:43,21704,0.0
2021-06-03 19:43:43,21803,0.0
2021-06-03 19:43:44,21904,0.0
2021-06-03 19:43:44,22003,0.0
2021-06-03 19:43:44,22103,0.0
2021-06-03 19:43:44,22204,0.0
2021-06-03 19:43:44,22303,0.0
2021-06-03 19:43:44,22404,0.0
2021-06-03 19:43:44,22503,0.0
2021-06-03 19:43:44,22603,0.0
2021-06-03 19:43:44,22704,0.0
2021-06-03 19:43:44,22803,0.0
2021-06-03 19:43:45,22903,0.0
2021-06-03 19:43:45,23004,0.0
2021-06-03 19:43:45,23103,0.0
2021-06-03 19:43:45,23203,0.0
2021-06-03 19:43:45,23304,0.0
2021-06-03 19:43:45,23404,0.0
2021-06-03 19:43:45,23503,0.0
2021-06-03 19:43:45,23603,0.0
2021-06-03 19:43:45,23704,0.0
2021-06-03 19:43:45,23803,0.0
2021-06-03 19:43:46,23903,0.0
2021-06-03 19:43:46,24004,0.0
2021-06-03 19:43:46,24103,0.0
2021-06-03 19:43:46,24203,0.0
2021-06-03 19:43:46,24303,0.0
2021-06-03 19:43:46,24404,0.0
2021-06-03 19:43:46,24504,0.0
