Timestamp,Milliseconds,Millibars
2021-06-04 20:39:27,1,1022.1398
2021-06-04 20:39:27,100,1022.13965
2021-06-04 20:39:27,200,1022.1393
2021-06-04 20:39:27,300,1022.16516
2021-06-04 20:39:27,400,1022.1125
2021-06-04 20:39:27,500,1022.1388
2021-06-04 20:39:27,601,1022.1384
2021-06-04 20:39:27,700,1022.16455
2021-06-04 20:39:27,800,1022.1905
2021-06-04 20:39:27,901,1022.13837
2021-06-04 20:39:28,1000,1022.1379
2021-06-04 20:39:28,1100,1022.1116
2021-06-04 20:39:28,1200,1022.1638
2021-06-04 20:39:28,1301,1022.1374
2021-06-04 20:39:28,1400,1022.13727
2021-06-04 20:39:28,1501,1022.13727
2021-06-04 20:39:28,1600,1022.1106
2021-06-04 20:39:28,1700,1022.1105
2021-06-04 20:39:28,1800,1022.18915
2021-06-04 20:39:28,1901,1022.1629
2021-06-04 20:39:29,2000,1022.163
2021-06-04 20:39:29,2100,1022.1371
2021-06-04 20:39:29,2200,1022.1631
2021-06-04 20:39:29,2300,1022.11053
2021-06-04 20:39:29,2400,1022.0975
2021-06-04 20:39:29,2500,1022.0973
2021-06-04 20:39:29,2600,1022.04486
2021-06-04 20:39:29,2701,1022.11035
2021-06-04 20:39:29,2800,1022.11035
2021-06-04 20:39:29,2900,1022.0708
2021-06-04 20:39:30,3001,1022.0447
2021-06-04 20:39:30,3100,1022.1098
2021-06-04 20:39:30,3200,1022.0708
2021-06-04 20:39:30,3301,1022.1096
2021-06-04 20:39:30,3400,1022.1096
2021-06-04 20:39:30,3500,1022.10974
2021-06-04 20:39:30,3600,1022.10956
2021-06-04 20:39:30,3701,1022.09656
2021-06-04 20:39:30,3800,1022.0968
2021-06-04 20:39:30,3900,1022.18835
2021-06-04 20:39:31,4000,1022.18823
2021-06-04 20:39:31,4101,1022.1096
2021-06-04 20:39:31,4200,1022.1623
2021-06-04 20:39:31,4300,1022.10974
2021-06-04 20:39:31,4400,1022.0966
2021-06-04 20:39:31,4500,1022.1098
2021-06-04 20:39:31,4600,1022.1362
2021-06-04 20:39:31,4701,1022.1102
2021-06-04 20:39:31,4800,1022.1099
2021-06-04 20:39:31,4900,1022.1625
2021-06-04 20:39:32,5000,1022.1107
2021-06-04 20:39:32,5101,1022.1106
2021-06-04 20:39:32,5200,1022.11053
2021-06-04 20:39:32,5300,1022.1635
2021-06-04 20:39:32,5400,1022.13745
2021-06-04 20:39:32,5500,1022.111
2021-06-04 20:39:32,5601,1022.1373
2021-06-04 20:39:32,5700,1022.1634
2021-06-04 20:39:32,5800,1022.2158
2021-06-04 20:39:32,5900,1022.1896
2021-06-04 20:39:33,6000,1022.0454
2021-06-04 20:39:33,6101,1022.0454
2021-06-04 20:39:33,6200,1022.18976
2021-06-04 20:39:33,6300,1022.216
2021-06-04 20:39:33,6400,1022.24243
2021-06-04 20:39:33,6500,1022.2161
2021-06-04 20:39:33,6601,1022.2162
2021-06-04 20:39:33,6700,1021.9932
2021-06-04 20:39:33,6800,1021.9934
2021-06-04 20:39:33,6901,1022.0984
2021-06-04 20:39:34,7000,1022.1116
2021-06-04 20:39:34,7100,1022.1379
2021-06-04 20:39:34,7200,1022.09875
2021-06-04 20:39:34,7300,1022.1381
2021-06-04 20:39:34,7400,1022.16437
2021-06-04 20:39:34,7500,1022.09894
2021-06-04 20:39:34,7600,1022.2699
2021-06-04 20:39:34,7700,1022.1914
2021-06-04 20:39:34,7801,1022.1656
2021-06-04 20:39:34,7900,1022.09985
2021-06-04 20:39:35,8000,1022.0212
2021-06-04 20:39:35,8100,1022.1001
2021-06-04 20:39:35,8200,1022.1398
2021-06-04 20:39:35,8301,1022.166
2021-06-04 20:39:35,8400,1022.10046
2021-06-04 20:39:35,8500,1022.1394
2021-06-04 20:39:35,8600,1022.1
2021-06-04 20:39:35,8700,1022.1001
2021-06-04 20:39:35,8800,1022.21826
2021-06-04 20:39:35,8901,1022.2971
2021-06-04 20:39:36,9000,1022.2971
2021-06-04 20:39:36,9100,1022.13965
2021-06-04 20:39:36,9200,1021.96924
2021-06-04 20:39:36,9300,1021.99554
2021-06-04 20:39:36,9401,1022.1399
2021-06-04 20:39:36,9500,1022.14
2021-06-04 20:39:36,9600,1022.1007
2021-06-04 20:39:36,9700,1022.10077
2021-06-04 20:39:36,9801,1022.1008
2021-06-04 20:39:36,9900,1022.0221
2021-06-04 20:39:37,10000,1022.16644
2021-06-04 20:39:37,10101,1022.2453
2021-06-04 20:39:37,10200,1022.14056
2021-06-04 20:39:37,10301,1022.3111
2021-06-04 20:39:37,10400,1021.91797
2021-06-04 20:39:37,10500,1022.07544
2021-06-04 20:39:37,10601,1022.1149
2021-06-04 20:39:37,10700,1022.14166
2021-06-04 20:39:37,10800,1022.1677
2021-06-04 20:39:37,10900,1022.168
2021-06-04 20:39:38,11001,1022.1684
2021-06-04 20:39:38,11100,1022.07654
2021-06-04 20:39:38,11200,1022.14215
2021-06-04 20:39:38,11300,1022.1682
2021-06-04 20:39:38,11400,1022.14185
2021-06-04 20:39:38,11500,1022.10254
2021-06-04 20:39:38,11600,1022.1419
2021-06-04 20:39:38,11700,1022.14197
2021-06-04 20:39:38,11800,1022.16833
2021-06-04 20:39:38,11900,1022.1422
2021-06-04 20:39:39,12001,1022.16833
2021-06-04 20:39:39,12100,1022.1161
2021-06-04 20:39:39,12200,1022.116
2021-06-04 20:39:39,12300,1022.14246
2021-06-04 20:39:39,12400,1022.1163
2021-06-04 20:39:39,12501,1022.14264
2021-06-04 20:39:39,12600,1022.1428
2021-06-04 20:39:39,12700,1022.1429
2021-06-04 20:39:39,12800,1022.10345
2021-06-04 20:39:39,12900,1022.1692
2021-06-04 20:39:40,13001,1022.1169
2021-06-04 20:39:40,13100,1022.1431
2021-06-04 20:39:40,13200,1022.1434
2021-06-04 20:39:40,13301,1022.11755
2021-06-04 20:39:40,13400,1022.14404
2021-06-04 20:39:40,13501,1022.14404
2021-06-04 20:39:40,13600,1022.1051
2021-06-04 20:39:40,13700,1022.1708
2021-06-04 20:39:40,13801,1022.1053
2021-06-04 20:39:40,13900,1022.1708
2021-06-04 20:39:41,14000,1022.1451
2021-06-04 20:39:41,14100,1022.1057
2021-06-04 20:39:41,14200,1022.1185
2021-06-04 20:39:41,14300,1022.1449
2021-06-04 20:39:41,14401,1022.0792
2021-06-04 20:39:41,14500,1022.11896
2021-06-04 20:39:41,14600,1022.1187
2021-06-04 20:39:41,14700,1022.1451
2021-06-04 20:39:41,14801,1022.1057
2021-06-04 20:39:41,14900,1022.10596
2021-06-04 20:39:42,15000,1022.106
2021-06-04 20:39:42,15100,1022.11926
2021-06-04 20:39:42,15200,1022.11926
2021-06-04 20:39:42,15301,1022.11945
2021-06-04 20:39:42,15400,1022.10645
2021-06-04 20:39:42,15501,1022.10657
2021-06-04 20:39:42,15600,1022.1196
2021-06-04 20:39:42,15700,1022.1198
2021-06-04 20:39:42,15800,1022.1461
2021-06-04 20:39:42,15900,1022.14624
2021-06-04 20:39:43,16000,1022.1073
2021-06-04 20:39:43,16101,1022.1471
2021-06-04 20:39:43,16200,1022.1077
2021-06-04 20:39:43,16300,1022.12085
2021-06-04 20:39:43,16400,1022.17346
2021-06-04 20:39:43,16501,1022.12146
2021-06-04 20:39:43,16601,1022.12146
2021-06-04 20:39:43,16700,1022.1084
2021-06-04 20:39:43,16800,1022.1085
2021-06-04 20:39:43,16900,1022.1089
