Timestamp,Milliseconds,Millibars
2021-06-04 21:17:28,2,1021.5461
2021-06-04 21:17:29,101,1021.57227
2021-06-04 21:17:29,201,1021.53314
2021-06-04 21:17:29,301,1021.546
2021-06-04 21:17:29,401,1021.57227
2021-06-04 21:17:29,501,1021.53265
2021-06-04 21:17:29,601,1021.5458
2021-06-04 21:17:29,702,1021.53314
2021-06-04 21:17:29,801,1021.5459
2021-06-04 21:17:29,901,1021.546
2021-06-04 21:17:29,1001,1021.5459
2021-06-04 21:17:30,1101,1021.50684
2021-06-04 21:17:30,1202,1021.5328
2021-06-04 21:17:30,1301,1021.5987
2021-06-04 21:17:30,1401,1021.54614
2021-06-04 21:17:30,1501,1021.5724
2021-06-04 21:17:30,1602,1021.5333
2021-06-04 21:17:30,1701,1021.53345
2021-06-04 21:17:30,1801,1021.5468
2021-06-04 21:17:30,1901,1021.5337
2021-06-04 21:17:30,2002,1021.57306
2021-06-04 21:17:31,2101,1021.54694
2021-06-04 21:17:31,2201,1021.54706
2021-06-04 21:17:31,2301,1021.53424
2021-06-04 21:17:31,2402,1021.5471
2021-06-04 21:17:31,2501,1021.57385
2021-06-04 21:17:31,2602,1021.54755
2021-06-04 21:17:31,2702,1021.5738
2021-06-04 21:17:31,2801,1021.60016
2021-06-04 21:17:31,2902,1021.57367
2021-06-04 21:17:31,3001,1021.54755
2021-06-04 21:17:32,3102,1021.5475
2021-06-04 21:17:32,3201,1021.5738
2021-06-04 21:17:32,3302,1021.5479
2021-06-04 21:17:32,3401,1021.5084
2021-06-04 21:17:32,3501,1021.5344
2021-06-04 21:17:32,3601,1021.5739
2021-06-04 21:17:32,3701,1021.5477
2021-06-04 21:17:32,3801,1021.6003
2021-06-04 21:17:32,3902,1021.5743
2021-06-04 21:17:32,4001,1021.5347
2021-06-04 21:17:33,4101,1021.54785
2021-06-04 21:17:33,4201,1021.62665
2021-06-04 21:17:33,4302,1021.60046
2021-06-04 21:17:33,4401,1021.60065
2021-06-04 21:17:33,4502,1021.60065
2021-06-04 21:17:33,4601,1021.57434
2021-06-04 21:17:33,4701,1021.60065
2021-06-04 21:17:33,4801,1021.60095
2021-06-04 21:17:33,4901,1021.6008
