Timestamp,Milliseconds,Millibars
2021-06-03 19:59:55,1,0.0
2021-06-03 19:59:55,101,0.0
2021-06-03 19:59:55,200,0.0
2021-06-03 19:59:55,300,0.0
2021-06-03 19:59:55,400,0.0
2021-06-03 19:59:55,502,0.0
2021-06-03 19:59:55,601,0.0
2021-06-03 19:59:56,700,0.0
2021-06-03 19:59:56,801,0.0
2021-06-03 19:59:56,900,0.0
2021-06-03 19:59:56,1000,0.0
2021-06-03 19:59:56,1101,0.0
2021-06-03 19:59:56,1200,0.0
2021-06-03 19:59:56,1300,0.0
2021-06-03 19:59:56,1401,0.0
2021-06-03 19:59:56,1500,0.0
2021-06-03 19:59:56,1600,0.0
2021-06-03 19:59:57,1701,0.0
2021-06-03 19:59:57,1800,0.0
2021-06-03 19:59:57,1901,0.0
2021-06-03 19:59:57,2000,0.0
2021-06-03 19:59:57,2100,0.0
2021-06-03 19:59:57,2200,0.0
2021-06-03 19:59:57,2301,0.0
2021-06-03 19:59:57,2400,0.0
2021-06-03 19:59:57,2501,0.0
2021-06-03 19:59:57,2600,0.0
2021-06-03 19:59:58,2700,0.0
2021-06-03 19:59:58,2801,0.0
2021-06-03 19:59:58,2900,0.0
2021-06-03 19:59:58,3000,0.0
2021-06-03 19:59:58,3101,0.0
2021-06-03 19:59:58,3200,0.0
2021-06-03 19:59:58,3300,0.0
2021-06-03 19:59:58,3400,0.0
2021-06-03 19:59:58,3500,0.0
2021-06-03 19:59:58,3600,0.0
2021-06-03 19:59:59,3701,0.0
2021-06-03 19:59:59,3800,0.0
2021-06-03 19:59:59,3901,0.0
2021-06-03 19:59:59,4001,0.0
2021-06-03 19:59:59,4100,0.0
2021-06-03 19:59:59,4200,0.0
2021-06-03 19:59:59,4301,0.0
2021-06-03 19:59:59,4400,0.0
2021-06-03 19:59:59,4500,0.0
2021-06-03 19:59:59,4600,0.0
2021-06-03 20:00:00,4701,0.0
2021-06-03 20:00:00,4800,0.0
2021-06-03 20:00:00,4900,0.0
2021-06-03 20:00:00,5001,0.0
2021-06-03 20:00:00,5100,0.0
2021-06-03 20:00:00,5200,0.0
2021-06-03 20:00:00,5300,0.0
2021-06-03 20:00:00,5401,0.0
2021-06-03 20:00:00,5500,0.0
2021-06-03 20:00:00,5600,0.0
2021-06-03 20:00:01,5700,0.0
2021-06-03 20:00:01,5801,0.0
2021-06-03 20:00:01,5900,0.0
2021-06-03 20:00:01,6001,0.0
2021-06-03 20:00:01,6100,0.0
2021-06-03 20:00:01,6200,0.0
2021-06-03 20:00:01,6301,0.0
2021-06-03 20:00:01,6400,0.0
2021-06-03 20:00:01,6501,0.0
2021-06-03 20:00:01,6600,0.0
2021-06-03 20:00:02,6700,0.0
2021-06-03 20:00:02,6801,0.0
2021-06-03 20:00:02,6900,0.0
2021-06-03 20:00:02,7000,0.0
2021-06-03 20:00:02,7101,0.0
2021-06-03 20:00:02,7201,0.0
2021-06-03 20:00:02,7301,0.0
2021-06-03 20:00:02,7400,0.0
2021-06-03 20:00:02,7500,0.0
2021-06-03 20:00:02,7601,0.0
2021-06-03 20:00:03,7700,0.0
2021-06-03 20:00:03,7800,0.0
2021-06-03 20:00:03,7901,0.0
2021-06-03 20:00:03,8000,0.0
2021-06-03 20:00:03,8100,0.0
2021-06-03 20:00:03,8200,0.0
